"site"	"y.1"	"y.2"	"y.3"	"y.4"	"y.5"	"n_observations"	"latitude"	"longitude"	"altitud"	"huella"	"time_observations_started.1"	"time_observations_started.2"	"time_observations_started.3"	"time_observations_started.4"	"time_observations_started.5"	"duration_minutes.1"	"duration_minutes.2"	"duration_minutes.3"	"duration_minutes.4"	"duration_minutes.5"	"effort_distance_km.1"	"effort_distance_km.2"	"effort_distance_km.3"	"effort_distance_km.4"	"effort_distance_km.5"	"number_observers.1"	"number_observers.2"	"number_observers.3"	"number_observers.4"	"number_observers.5"	"protocol_type.1"	"protocol_type.2"	"protocol_type.3"	"protocol_type.4"	"protocol_type.5"
"366"	"L16591449_obs884204_2021"	0	1	1	0	1	5	5.0434902	-75.6272321	1224	62	12.65	13.25	13.8166666666667	14.3666666666667	16.1166666666667	15	32	30	30	21	0	0	0	0	0.5	2	1	1	1	2	"Stationary"	"Stationary"	"Stationary"	"Stationary"	"Traveling"
"367"	"L16605568_obs327706_2021"	1	1	NA	NA	NA	2	5.5254784	-75.0420157	1527	77	7.5	12.0166666666667	NA	NA	NA	75	45	NA	NA	NA	0	0.5	NA	NA	NA	1	1	NA	NA	NA	"Stationary"	"Traveling"	NA	NA	NA
"368"	"L16643897_obs928079_2021"	0	1	NA	NA	NA	2	5.1084308	-75.6910583	1020	74	7.66666666666667	7.46666666666667	NA	NA	NA	60	74	NA	NA	NA	0	0	NA	NA	NA	1	1	NA	NA	NA	"Stationary"	"Stationary"	NA	NA	NA
"369"	"L16647879_obs2383216_2021"	1	0	1	0	1	5	5.5746841	-74.9356682	711	45	6.18333333333333	7.01666666666667	6.11666666666667	6.71666666666667	5.71666666666667	253	272	253	224	192	5.01	3.15	9.54	0	3.61	2	2	2	1	2	"Traveling"	"Traveling"	"Traveling"	"Stationary"	"Traveling"
"370"	"L16659780_obs1177788,obs621924_2021"	1	1	NA	NA	NA	2	5.0667551	-75.5936395	1271	62	13.4333333333333	7	NA	NA	NA	97	150	NA	NA	NA	0.37	1	NA	NA	NA	2	2	NA	NA	NA	"Traveling"	"Traveling"	NA	NA	NA
"371"	"L16674544_obs923050_2021"	0	1	1	NA	NA	3	4.9879525	-75.5506167	1555	60	8.13333333333333	8.56666666666667	8.91666666666667	NA	NA	16	39	19	NA	NA	0.96	2.12	0.79	NA	NA	1	1	1	NA	NA	"Traveling"	"Traveling"	"Traveling"	NA	NA
"372"	"L16676625_obs180565_2021"	0	0	NA	NA	NA	2	5.5700189	-74.9025092	534	48	11.15	11.5333333333333	NA	NA	NA	16	13	NA	NA	NA	0	0.35	NA	NA	NA	1	1	NA	NA	NA	"Stationary"	"Traveling"	NA	NA	NA
"373"	"L16676876_obs884204_2021"	0	0	NA	NA	NA	2	5.0354155	-75.5847904	1232	62	11.55	12.3833333333333	NA	NA	NA	21	13	NA	NA	NA	0	0	NA	NA	NA	2	1	NA	NA	NA	"Stationary"	"Stationary"	NA	NA	NA
"374"	"L16692506_obs2383216_2021"	1	1	NA	NA	NA	2	5.6094072	-74.9525723	778.5	25	6.41666666666667	6.01666666666667	NA	NA	NA	282	192	NA	NA	NA	6.02	3.52	NA	NA	NA	2	2	NA	NA	NA	"Traveling"	"Traveling"	NA	NA	NA
"375"	"L16695395_obs928079_2021"	0	0	NA	NA	NA	2	5.0199533	-75.7875808	1047	60	16.2333333333333	9.33333333333333	NA	NA	NA	45	56	NA	NA	NA	0.8	1	NA	NA	NA	1	1	NA	NA	NA	"Traveling"	"Traveling"	NA	NA	NA
"376"	"L16697760_obs923050_2021"	0	0	0	NA	NA	3	4.9905617	-75.5383829	1790	57	10.6	11.0833333333333	11.2166666666667	NA	NA	13	5	24	NA	NA	0	0	0.44	NA	NA	1	1	1	NA	NA	"Stationary"	"Stationary"	"Traveling"	NA	NA
"377"	"L16702245_obs2383216_2021"	0	1	NA	NA	NA	2	5.603106	-74.9505029	778.5	25	6.65	6.16666666666667	NA	NA	NA	272	223	NA	NA	NA	4.16	4.22	NA	NA	NA	2	2	NA	NA	NA	"Traveling"	"Traveling"	NA	NA	NA
"378"	"L16708245_obs1836622_2021"	0	0	0	NA	NA	3	5.4730644	-75.1158826	2181	31	7.01666666666667	14.6833333333333	11.0166666666667	NA	NA	278	29	166	NA	NA	4.39	0.39	2.04	NA	NA	1	1	1	NA	NA	"Traveling"	"Traveling"	"Traveling"	NA	NA
"379"	"L16708857_obs1836622_2021"	1	1	1	NA	NA	3	5.540441	-75.1308553	785	62	16.7166666666667	5.61666666666667	12.5666666666667	NA	NA	61	217	117	NA	NA	0	3.76	1.16	NA	NA	1	1	1	NA	NA	"Stationary"	"Traveling"	"Traveling"	NA	NA
"380"	"L16721172_obs2383216_2021"	1	0	NA	NA	NA	2	5.5907531	-74.9389518	755	48	5.81666666666667	7.51666666666667	NA	NA	NA	211	140	NA	NA	NA	4.17	0.47	NA	NA	NA	2	2	NA	NA	NA	"Traveling"	"Traveling"	NA	NA	NA
"381"	"L16752041_obs773487_2021"	0	1	NA	NA	NA	2	5.0795316	-75.6830525	1014	71	15.85	16.2666666666667	NA	NA	NA	10	8	NA	NA	NA	0.8	0.3	NA	NA	NA	1	1	NA	NA	NA	"Traveling"	"Traveling"	NA	NA	NA
"382"	"L16754330_obs1862587,obs1208420,obs1934010,obs753527_2021"	1	1	NA	NA	NA	2	5.5097125	-74.9162262	749	45	6.38333333333333	12.7166666666667	NA	NA	NA	14	94	NA	NA	NA	2.16	4.51	NA	NA	NA	3	3	NA	NA	NA	"Traveling"	"Traveling"	NA	NA	NA
"383"	"L16777195_obs2086367_2021"	0	0	1	0	1	5	5.290144	-74.745847	201	68	16.5166666666667	10.6833333333333	17.05	6.96666666666667	8.9	61	16	25	41	64	0.526	0	0.274	0.524	0	1	1	1	2	1	"Traveling"	"Stationary"	"Traveling"	"Traveling"	"Stationary"
"384"	"L16787004_obs1439256,obs1603937_2021"	0	1	NA	NA	NA	2	5.2754529	-75.0639529	1203.5	62	9.21666666666667	8.6	NA	NA	NA	20	27	NA	NA	NA	0.48	0.43	NA	NA	NA	2	2	NA	NA	NA	"Traveling"	"Traveling"	NA	NA	NA
"385"	"L16788759_obs2824334_2021"	0	0	NA	NA	NA	2	5.03492	-75.486499	2001	60	11.5	14.0833333333333	NA	NA	NA	90	46	NA	NA	NA	0	0	NA	NA	NA	1	1	NA	NA	NA	"Stationary"	"Stationary"	NA	NA	NA
"386"	"L16795208_obs2824334_2021"	0	0	0	0	0	5	5.034889	-75.486502	2001	60	13.15	11.5	6.98333333333333	13.1833333333333	11.5666666666667	3	46	45	45	11	0	1.513	0	0	0	1	1	1	1	1	"Stationary"	"Traveling"	"Stationary"	"Stationary"	"Stationary"
"387"	"L16796915_obs928079_2021"	0	0	NA	NA	NA	2	5.2614442	-75.4600492	2175.5	54	10.4666666666667	15.6666666666667	NA	NA	NA	99	51	NA	NA	NA	2.03	0	NA	NA	NA	1	1	NA	NA	NA	"Traveling"	"Stationary"	NA	NA	NA
"388"	"L16816854_obs928079,obs1350170_2021"	1	1	0	NA	NA	3	5.1896858	-75.5395833	1590	62	9.11666666666667	16.6	9.15	NA	NA	121	49	135	NA	NA	1.37	0.65	1.09	NA	NA	2	2	2	NA	NA	"Traveling"	"Traveling"	"Traveling"	NA	NA
"389"	"L16842036_obs1477340_2021"	0	0	NA	NA	NA	2	5.3006545	-74.7838313	240	71	10.9666666666667	13.8833333333333	NA	NA	NA	8	2	NA	NA	NA	0	0	NA	NA	NA	1	1	NA	NA	NA	"Stationary"	"Stationary"	NA	NA	NA
"390"	"L16859517_obs1289697_2021"	0	0	NA	NA	NA	2	5.0652533	-75.4993719	2112	94	12.2833333333333	17.75	NA	NA	NA	10	15	NA	NA	NA	0	0	NA	NA	NA	1	1	NA	NA	NA	"Stationary"	"Stationary"	NA	NA	NA
"391"	"L16884508_obs891143_2021"	0	0	0	NA	NA	3	4.9891577	-75.4073671	2744	48	8.45	9.08333333333333	10.6166666666667	NA	NA	14	10	20	NA	NA	0	0	0	NA	NA	7	3	1	NA	NA	"Stationary"	"Stationary"	"Stationary"	NA	NA
"392"	"L16899318_obs1150532_2021"	1	0	NA	NA	NA	2	5.0899503	-75.532288	1827	65	15	14	NA	NA	NA	165	240	NA	NA	NA	8	7	NA	NA	NA	1	1	NA	NA	NA	"Traveling"	"Traveling"	NA	NA	NA
"393"	"L16906410_obs884204_2021"	1	1	0	1	NA	4	5.0642389	-75.8979319	1082	62	10.7	12.2	14.2333333333333	5.5	NA	60	60	11	32	NA	0	0	0	0	NA	2	2	2	1	NA	"Stationary"	"Stationary"	"Stationary"	"Stationary"	NA
"394"	"L16910830_obs884204_2021"	1	1	NA	NA	NA	2	5.0514549	-75.909074	1290	60	6.6	7.58333333333333	NA	NA	NA	53	10	NA	NA	NA	0	0.1	NA	NA	NA	2	2	NA	NA	NA	"Stationary"	"Traveling"	NA	NA	NA
"395"	"L16947709_obs923050_2021"	0	0	1	0	NA	4	4.9973366	-75.5489173	1535	60	10.1666666666667	11.3166666666667	14.15	15	NA	46	60	47	27	NA	1.87	0	2.24	0.51	NA	1	1	1	1	NA	"Traveling"	"Stationary"	"Traveling"	"Traveling"	NA
"396"	"L17006346_obs884204_2021"	1	0	NA	NA	NA	2	5.406333	-75.5634641	1724	68	9.95	10.35	NA	NA	NA	16	10	NA	NA	NA	0	0	NA	NA	NA	1	1	NA	NA	NA	"Stationary"	"Stationary"	NA	NA	NA
"397"	"L17031208_obs923050_2021"	0	0	0	NA	NA	3	5.0701502	-75.6796978	1024	71	8.06666666666667	13.2	14.4166666666667	NA	NA	65	53	45	NA	NA	2.91	0.95	1.72	NA	NA	1	1	1	NA	NA	"Traveling"	"Traveling"	"Traveling"	NA	NA
"398"	"L17051924_obs1025895,obs669168_2021"	0	0	0	NA	NA	3	4.9883521	-75.4076835	2744	48	10.4333333333333	11.7666666666667	7.86666666666667	NA	NA	79	83	28	NA	NA	0.52	0	0	NA	NA	2	2	6	NA	NA	"Traveling"	"Stationary"	"Stationary"	NA	NA
"399"	"L17078873_obs1836622_2021"	0	0	0	NA	NA	3	5.4761858	-75.1223182	2089	28	7.8	16.0166666666667	9.31666666666667	NA	NA	178	44	88	NA	NA	5.09	1.67	2.46	NA	NA	1	1	1	NA	NA	"Traveling"	"Traveling"	"Traveling"	NA	NA
"400"	"L17104685_obs164307_2021"	0	1	1	NA	NA	3	5.085304	-75.7899819	1706	62	8.15	11.2666666666667	9.76666666666667	NA	NA	9	62	138	NA	NA	0	0.46	6.05	NA	NA	1	1	1	NA	NA	"Stationary"	"Traveling"	"Traveling"	NA	NA
"401"	"L17104879_obs1708601_2021"	0	1	0	NA	NA	3	5.727141	-74.724258	196	62	15.5166666666667	6.35	6.21666666666667	NA	NA	209	236	175	NA	NA	1.816	2.175	2.488	NA	NA	1	1	1	NA	NA	"Traveling"	"Traveling"	"Traveling"	NA	NA
"402"	"L17114795_obs164307_2021"	0	0	NA	NA	NA	2	5.0838723	-75.788494	1633	68	15.75	10.4666666666667	NA	NA	NA	10	14	NA	NA	NA	0.17	0.18	NA	NA	NA	1	1	NA	NA	NA	"Traveling"	"Traveling"	NA	NA	NA
"403"	"L17132702_obs1836622_2021"	1	1	0	1	0	5	5.3899625	-74.9538585	799	37	16.2	14.7166666666667	16.25	5.95	23.2333333333333	113	154	70	185	4	1.04	0.74	1.03	0	0	1	1	1	1	1	"Traveling"	"Traveling"	"Traveling"	"Stationary"	"Stationary"
"404"	"L17132702_obs1836622,obs2044848_2021"	1	1	1	NA	NA	3	5.3899625	-74.9538585	799	37	5.5	15.55	5.78333333333333	NA	NA	156	142	294	NA	NA	2.04	0.64	1.99	NA	NA	2	2	2	NA	NA	"Traveling"	"Traveling"	"Traveling"	NA	NA
"405"	"L17207465_obs513909_2021"	0	1	0	0	NA	4	5.2073703	-75.638623	916	68	16.7666666666667	8.8	10.35	15.35	NA	7	80	60	60	NA	0.13	0	0.33	0.06	NA	1	1	1	1	NA	"Traveling"	"Stationary"	"Traveling"	"Traveling"	NA
"406"	"L17269807_obs416953_2021"	0	0	NA	NA	NA	2	4.97128	-75.344148	3901	34	9.56666666666667	5.8	NA	NA	NA	44	38	NA	NA	NA	1.091	0.778	NA	NA	NA	1	1	NA	NA	NA	"Traveling"	"Traveling"	NA	NA	NA
"407"	"L18010773_obs1067625_2021"	1	0	0	NA	NA	3	5.6774734	-74.7746229	208	25	9.66666666666667	22.5	9	NA	NA	180	42	30	NA	NA	0.51	0	0.45	NA	NA	3	3	3	NA	NA	"Traveling"	"Stationary"	"Traveling"	NA	NA
"408"	"L18257434_obs761042_2021"	1	1	NA	NA	NA	2	5.3759579	-75.1687846	2078	68	6.15	6.08333333333333	NA	NA	NA	164	217	NA	NA	NA	0	1.31	NA	NA	NA	5	8	NA	NA	NA	"Stationary"	"Traveling"	NA	NA	NA
"409"	"L18453481_obs1836622_2021"	1	0	NA	NA	NA	2	5.3944428	-75.1735193	2634	31	6.58333333333333	6.41666666666667	NA	NA	NA	205	175	NA	NA	NA	5.5	5.98	NA	NA	NA	1	1	NA	NA	NA	"Traveling"	"Traveling"	NA	NA	NA
"410"	"L18453876_obs1836622_2021"	1	1	0	NA	NA	3	5.3738794	-75.1730471	2372.75	60	6.4	6.05	6.06666666666667	NA	NA	294	286	191	NA	NA	7.84	6.91	2.47	NA	NA	1	1	1	NA	NA	"Traveling"	"Traveling"	"Traveling"	NA	NA
"411"	"L18455769_obs1836622_2021"	1	0	1	NA	NA	3	5.3736111	-75.1638889	2415	51	14.1333333333333	9.68333333333333	11.75	NA	NA	204	300	211	NA	NA	3.62	5	2.99	NA	NA	1	1	1	NA	NA	"Traveling"	"Traveling"	"Traveling"	NA	NA
"412"	"L18593493_obs1596781_2021"	0	1	NA	NA	NA	2	5.710622	-74.7270298	188	54	10.8	13.2833333333333	NA	NA	NA	60	60	NA	NA	NA	5	5	NA	NA	NA	4	4	NA	NA	NA	"Traveling"	"Traveling"	NA	NA	NA
"413"	"L21166575_obs1425059_2021"	0	0	0	0	0	5	5.3987421	-75.7178992	1942	65	6.4	13.6	16.3	8.4	13.9	110	129	174	296	66	2.94	0	0	0	0	1	1	1	1	1	"Traveling"	"Stationary"	"Stationary"	"Stationary"	"Stationary"
"414"	"L2241379_obs888180,obs1048186_2021"	0	0	NA	NA	NA	2	5.0694879	-75.4413374	2535	20	6.8	14.7333333333333	NA	NA	NA	272	146	NA	NA	NA	5.51	4.16	NA	NA	NA	3	3	NA	NA	NA	"Traveling"	"Traveling"	NA	NA	NA
"415"	"L2414386_obs1025697_2021"	0	0	1	NA	NA	3	5.0638426	-75.5321324	1807	65	7.41666666666667	7.38333333333333	7.48333333333333	NA	NA	105	138	110	NA	NA	1.4	0.07	3	NA	NA	2	4	2	NA	NA	"Traveling"	"Traveling"	"Traveling"	NA	NA
"416"	"L2414386_obs1192534_2021"	0	1	0	0	1	5	5.0638426	-75.5321324	1807	65	7.01666666666667	6.51666666666667	7.16666666666667	7.55	7.13333333333333	69	185	85	100	75	0	0.07	0	0.07	0.13	1	3	1	2	1	"Stationary"	"Traveling"	"Stationary"	"Traveling"	"Traveling"
"417"	"L2414386_obs1349435_2021"	1	1	NA	NA	NA	2	5.0638426	-75.5321324	1807	65	7	17.5666666666667	NA	NA	NA	180	60	NA	NA	NA	3	0	NA	NA	NA	1	2	NA	NA	NA	"Traveling"	"Stationary"	NA	NA	NA
"418"	"L2414386_obs1349435,obs1881897_2021"	1	1	NA	NA	NA	2	5.0638426	-75.5321324	1807	65	15.25	15.6666666666667	NA	NA	NA	150	90	NA	NA	NA	4	1	NA	NA	NA	2	2	NA	NA	NA	"Traveling"	"Traveling"	NA	NA	NA
"419"	"L2414386_obs2074160_2021"	0	1	NA	NA	NA	2	5.0638426	-75.5321324	1807	65	6	7.71666666666667	NA	NA	NA	180	240	NA	NA	NA	2	1.24	NA	NA	NA	5	5	NA	NA	NA	"Traveling"	"Traveling"	NA	NA	NA
"420"	"L2414386_obs2741908,obs1017330_2021"	1	0	NA	NA	NA	2	5.0638426	-75.5321324	1807	65	11.2166666666667	9.13333333333333	NA	NA	NA	71	116	NA	NA	NA	1.14	1	NA	NA	NA	2	2	NA	NA	NA	"Traveling"	"Traveling"	NA	NA	NA
"421"	"L2414386_obs629554_2021"	0	1	0	1	1	5	5.0638426	-75.5321324	1807	65	8.81666666666667	9.36666666666667	11.7	7.75	7.56666666666667	31	110	10	30	180	0	0.9	0	0.06	0.8	1	1	1	3	2	"Stationary"	"Traveling"	"Stationary"	"Traveling"	"Traveling"
"422"	"L2414386_obs773487_2021"	0	0	0	NA	NA	3	5.0638426	-75.5321324	1807	65	12.5166666666667	11.6833333333333	11.5833333333333	NA	NA	9	120	90	NA	NA	0	1.31	0	NA	NA	4	1	1	NA	NA	"Stationary"	"Traveling"	"Stationary"	NA	NA
"423"	"L2414386_obs802744_2021"	1	0	NA	NA	NA	2	5.0638426	-75.5321324	1807	65	6.63333333333333	7.35	NA	NA	NA	251	60	NA	NA	NA	2.24	0.35	NA	NA	NA	1	1	NA	NA	NA	"Traveling"	"Traveling"	NA	NA	NA
"424"	"L2414386_obs897647_2021"	0	0	NA	NA	NA	2	5.0638426	-75.5321324	1807	65	8.5	11.7166666666667	NA	NA	NA	150	40	NA	NA	NA	2.5	0.69	NA	NA	NA	7	1	NA	NA	NA	"Traveling"	"Traveling"	NA	NA	NA
"425"	"L3097502_obs721680_2021"	1	1	NA	NA	NA	2	5.0850879	-75.6186953	1221.5	68	11.3333333333333	9.18333333333333	NA	NA	NA	80	80	NA	NA	NA	1.92	1.94	NA	NA	NA	1	1	NA	NA	NA	"Traveling"	"Traveling"	NA	NA	NA
"426"	"L3097502_obs773487_2021"	1	0	0	NA	NA	3	5.0850879	-75.6186953	1221.5	68	9.2	9.91666666666667	10.6666666666667	NA	NA	40	40	90	NA	NA	0.2	0.8	0.9	NA	NA	5	3	3	NA	NA	"Traveling"	"Traveling"	"Traveling"	NA	NA
"427"	"L3218682_obs1016717_2021"	0	0	NA	NA	NA	2	5.0646858	-75.5921951	1271	62	10.7333333333333	19.7333333333333	NA	NA	NA	300	50	NA	NA	NA	3	1	NA	NA	NA	5	4	NA	NA	NA	"Traveling"	"Traveling"	NA	NA	NA
"428"	"L3218682_obs1352602,obs2459924_2021"	0	0	0	NA	NA	3	5.0646858	-75.5921951	1271	62	7.66666666666667	9	15.0166666666667	NA	NA	79	219	107	NA	NA	0.822	3.477	2.723	NA	NA	3	1	3	NA	NA	"Traveling"	"Traveling"	"Traveling"	NA	NA
"429"	"L3218682_obs1409155,obs623772_2021"	1	1	0	NA	NA	3	5.0646858	-75.5921951	1271	62	5.5	13	5.25	NA	NA	210	300	210	NA	NA	1.05	2	2	NA	NA	2	2	7	NA	NA	"Traveling"	"Traveling"	"Traveling"	NA	NA
"430"	"L3218682_obs1880427_2021"	0	0	NA	NA	NA	2	5.0646858	-75.5921951	1271	62	15.8166666666667	6.36666666666667	NA	NA	NA	56	199	NA	NA	NA	0.69	3.017	NA	NA	NA	1	1	NA	NA	NA	"Traveling"	"Traveling"	NA	NA	NA
"431"	"L3218682_obs543784,obs553039_2021"	0	0	0	0	0	5	5.0646858	-75.5921951	1271	62	7.3	8.66666666666667	11.7166666666667	15.5166666666667	16.8666666666667	32	6	42	62	45	0.21	0.12	0.19	0.09	0.07	4	4	3	3	3	"Traveling"	"Traveling"	"Traveling"	"Traveling"	"Traveling"
"432"	"L3218682_obs566023_2021"	1	0	NA	NA	NA	2	5.0646858	-75.5921951	1271	62	8.16666666666667	8.93333333333333	NA	NA	NA	276	213	NA	NA	NA	2.231	2.438	NA	NA	NA	3	4	NA	NA	NA	"Traveling"	"Traveling"	NA	NA	NA
"433"	"L3218682_obs621924,obs2764729,obs553039,obs1856155,obs623772,obs2482229,obs1409155_2021"	1	1	0	1	0	5	5.0646858	-75.5921951	1271	62	5.51666666666667	6.66666666666667	8.36666666666667	10.7333333333333	14.4666666666667	66	99	138	168	19	0.4	1.11	1.37	2.61	0.48	2	2	2	2	2	"Traveling"	"Traveling"	"Traveling"	"Traveling"	"Traveling"
"434"	"L3218682_obs644480_2021"	0	0	NA	NA	NA	2	5.0646858	-75.5921951	1271	62	6.55	4.8	NA	NA	NA	119	35	NA	NA	NA	0.67	0.269	NA	NA	NA	3	3	NA	NA	NA	"Traveling"	"Traveling"	NA	NA	NA
"435"	"L3218682_obs820658_2021"	1	1	NA	NA	NA	2	5.0646858	-75.5921951	1271	62	12.2	8.4	NA	NA	NA	80	65	NA	NA	NA	0.98	0.07	NA	NA	NA	1	1	NA	NA	NA	"Traveling"	"Traveling"	NA	NA	NA
"436"	"L3218682_obs820658,obs645717,obs646300_2021"	1	0	NA	NA	NA	2	5.0646858	-75.5921951	1271	62	6.68333333333333	14.4666666666667	NA	NA	NA	188	81	NA	NA	NA	1.6	0.59	NA	NA	NA	1	1	NA	NA	NA	"Traveling"	"Traveling"	NA	NA	NA
"437"	"L3218682_obs834444,obs2506169_2021"	0	0	NA	NA	NA	2	5.0646858	-75.5921951	1271	62	17.8833333333333	6.03333333333333	NA	NA	NA	60	181	NA	NA	NA	0	2.315	NA	NA	NA	2	3	NA	NA	NA	"Stationary"	"Traveling"	NA	NA	NA
"438"	"L3218682_obs919127,obs152889,obs621924,obs1707597,obs731173,obs1095565,obs1163340,obs814375,obs246922,obs1702721,obs819785,obs623034,obs1409155,obs623772_2021"	1	0	NA	NA	NA	2	5.0646858	-75.5921951	1271	62	6.3	9.43333333333333	NA	NA	NA	126	111	NA	NA	NA	1	1.69	NA	NA	NA	1	1	NA	NA	NA	"Traveling"	"Traveling"	NA	NA	NA
"439"	"L3626828_obs1603937,obs1439834,obs1439256,obs1477340_2021"	0	0	NA	NA	NA	2	5.3710396	-75.1860952	2670	57	6.83333333333333	11.75	NA	NA	NA	130	86	NA	NA	NA	4.1	0.86	NA	NA	NA	5	5	NA	NA	NA	"Traveling"	"Traveling"	NA	NA	NA
"440"	"L3626828_obs2044848_2021"	1	0	1	1	1	5	5.3710396	-75.1860952	2670	57	8	7.38333333333333	6.75	6.08333333333333	6.3	65	44	135	200	91	0.54	0.26	2.5	0	1.02	1	1	1	1	1	"Traveling"	"Traveling"	"Traveling"	"Stationary"	"Traveling"
"441"	"L3708073_obs1050563_2021"	0	0	0	NA	NA	3	4.9835449	-75.3887317	3112	25	8.2	8.08333333333333	8.16666666666667	NA	NA	118	267	55	NA	NA	2.35	4.77	0.94	NA	NA	2	1	1	NA	NA	"Traveling"	"Traveling"	"Traveling"	NA	NA
"442"	"L3708073_obs1073755_2021"	0	0	0	0	0	5	4.9835449	-75.3887317	3112	25	9.11666666666667	9.91666666666667	10.2333333333333	10.5166666666667	8.93333333333333	10	13	10	10	9	0	0	0	0	0	1	1	1	1	1	"Stationary"	"Stationary"	"Stationary"	"Stationary"	"Stationary"
"443"	"L3708073_obs538843_2021"	0	0	NA	NA	NA	2	4.9835449	-75.3887317	3112	25	15.8666666666667	8.41666666666667	NA	NA	NA	89	167	NA	NA	NA	1.79	1.61	NA	NA	NA	3	2	NA	NA	NA	"Traveling"	"Traveling"	NA	NA	NA
"444"	"L3786045_obs1184051_2021"	0	1	NA	NA	NA	2	4.9934117	-75.6184888	1378.5	62	9.41666666666667	7.21666666666667	NA	NA	NA	120	169	NA	NA	NA	0	2.06	NA	NA	NA	1	1	NA	NA	NA	"Stationary"	"Traveling"	NA	NA	NA
"445"	"L3786045_obs397020,obs629554_2021"	1	0	NA	NA	NA	2	4.9934117	-75.6184888	1378.5	62	6.9	10.65	NA	NA	NA	206	26	NA	NA	NA	1.6	0.54	NA	NA	NA	2	2	NA	NA	NA	"Traveling"	"Traveling"	NA	NA	NA
"446"	"L3786045_obs911136,obs645717_2021"	0	1	NA	NA	NA	2	4.9934117	-75.6184888	1378.5	62	11.3833333333333	9.81666666666667	NA	NA	NA	66	119	NA	NA	NA	3.03	2.792	NA	NA	NA	2	3	NA	NA	NA	"Traveling"	"Traveling"	NA	NA	NA
"447"	"L3814438_obs1091918,obs1237778_2021"	0	0	0	1	NA	4	5.0392835	-75.4467416	2197	80	15.7666666666667	14.5666666666667	8.41666666666667	15.6166666666667	NA	76	48	28	45	NA	4.19	1.04	0.28	0.65	NA	2	2	2	2	NA	"Traveling"	"Traveling"	"Traveling"	"Traveling"	NA
"448"	"L3814438_obs1315542_2021"	1	1	NA	NA	NA	2	5.0392835	-75.4467416	2197	80	6.65	6.38333333333333	NA	NA	NA	26	32	NA	NA	NA	0.238	0.782	NA	NA	NA	1	1	NA	NA	NA	"Traveling"	"Traveling"	NA	NA	NA
"449"	"L3858415_obs1321753_2021"	1	1	NA	NA	NA	2	5.5749407	-74.8880482	716	54	6.48333333333333	16.1666666666667	NA	NA	NA	174	28	NA	NA	NA	0.515	1.95	NA	NA	NA	1	1	NA	NA	NA	"Traveling"	"Traveling"	NA	NA	NA
"450"	"L3858599_obs721680,obs1289697,obs897647,obs1087170_2021"	1	0	NA	NA	NA	2	5.0457173	-75.7283628	1113.5	57	6.75	12.5	NA	NA	NA	240	30	NA	NA	NA	2	0	NA	NA	NA	5	5	NA	NA	NA	"Traveling"	"Stationary"	NA	NA	NA
"451"	"L3858599_obs900255_2021"	1	1	1	1	1	5	5.0457173	-75.7283628	1113.5	57	8.35	11.3333333333333	11.4666666666667	13.4166666666667	12.4	139	178	196	111	127	4.3	2.36	2.18	1.77	4.87	1	1	1	1	1	"Traveling"	"Traveling"	"Traveling"	"Traveling"	"Traveling"
"452"	"L4057071_obs164576,obs217273_2021"	0	0	NA	NA	NA	2	4.9700471	-75.3780127	3772	60	6.2	7.86666666666667	NA	NA	NA	49	78	NA	NA	NA	1.199	1.748	NA	NA	NA	5	5	NA	NA	NA	"Traveling"	"Traveling"	NA	NA	NA
"453"	"L4057071_obs1804088_2021"	0	0	NA	NA	NA	2	4.9700471	-75.3780127	3772	60	7.03333333333333	11.6666666666667	NA	NA	NA	29	30	NA	NA	NA	0	1	NA	NA	NA	2	1	NA	NA	NA	"Stationary"	"Traveling"	NA	NA	NA
"454"	"L4057071_obs334177,obs1447845_2021"	0	0	NA	NA	NA	2	4.9700471	-75.3780127	3772	60	7.6	10.7833333333333	NA	NA	NA	40	120	NA	NA	NA	0	2	NA	NA	NA	3	4	NA	NA	NA	"Stationary"	"Traveling"	NA	NA	NA
"455"	"L4057071_obs416953_2021"	0	0	0	0	NA	4	4.9700471	-75.3780127	3772	60	6.68333333333333	11.1833333333333	16.55	15.6666666666667	NA	25	40	36	85	NA	0	0.66	1.144	0.316	NA	1	1	1	1	NA	"Stationary"	"Traveling"	"Traveling"	"Traveling"	NA
"456"	"L4057071_obs477997_2021"	0	0	NA	NA	NA	2	4.9700471	-75.3780127	3772	60	14.1166666666667	17.1	NA	NA	NA	112	7	NA	NA	NA	0	0	NA	NA	NA	1	1	NA	NA	NA	"Stationary"	"Stationary"	NA	NA	NA
"457"	"L4057071_obs507040,obs1112764,obs534079_2021"	0	0	NA	NA	NA	2	4.9700471	-75.3780127	3772	60	15.7166666666667	17.1666666666667	NA	NA	NA	155	45	NA	NA	NA	0.54	0.14	NA	NA	NA	7	6	NA	NA	NA	"Traveling"	"Traveling"	NA	NA	NA
"458"	"L4057071_obs538149_2021"	0	0	0	NA	NA	3	4.9700471	-75.3780127	3772	60	11.7	12.3166666666667	13.45	NA	NA	19	20	52	NA	NA	0.283	0	1.657	NA	NA	9	9	9	NA	NA	"Traveling"	"Stationary"	"Traveling"	NA	NA
"459"	"L4057071_obs538843_2021"	0	0	0	0	NA	4	4.9700471	-75.3780127	3772	60	11.9833333333333	15.9333333333333	16.25	9.66666666666667	NA	223	122	78	216	NA	1.16	0	0	0	NA	3	3	3	3	NA	"Traveling"	"Stationary"	"Stationary"	"Stationary"	NA
