site;y.1;y.2;y.3;y.4;y.5;y.6;y.7;y.8;y.9;y.10;huella;altitud;duration_minutes.1;duration_minutes.2;duration_minutes.3;duration_minutes.4;duration_minutes.5;duration_minutes.6;duration_minutes.7;duration_minutes.8;duration_minutes.9;duration_minutes.10
5244_6;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;62;1393;120;NA;NA;NA;NA;NA;NA;NA;NA;NA
5305_2;1;0;0;1;0;NA;NA;NA;NA;NA;37;2538;102;195;80;87;112;NA;NA;NA;NA;NA
5314_2;0;0;0;0;0;0;NA;NA;NA;NA;42;1641;6;18;12;10;9;6;NA;NA;NA;NA
5315_10;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;48;1503;120;NA;NA;NA;NA;NA;NA;NA;NA;NA
5315_2;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;48;1503;25;NA;NA;NA;NA;NA;NA;NA;NA;NA
5315_5;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;48;1503;104;NA;NA;NA;NA;NA;NA;NA;NA;NA
5330_0;0;0;0;0;0;0;NA;NA;NA;NA;48;783;56;77;85;103;83;15;NA;NA;NA;NA
5330_1;0;0;0;0;0;0;NA;NA;NA;NA;48;783;91;107;24;101;73;27;NA;NA;NA;NA
5330_10;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;48;783;82;NA;NA;NA;NA;NA;NA;NA;NA;NA
5330_12;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;48;783;40;NA;NA;NA;NA;NA;NA;NA;NA;NA
5330_2;0;0;0;0;0;NA;NA;NA;NA;NA;48;783;40;116;133;77;54;NA;NA;NA;NA;NA
5330_3;0;0;NA;NA;NA;NA;NA;NA;NA;NA;48;783;102;40;NA;NA;NA;NA;NA;NA;NA;NA
5330_4;0;0;0;0;0;0;0;NA;NA;NA;48;783;80;57;56;53;60;42;66;NA;NA;NA
5330_6;0;0;0;0;NA;NA;NA;NA;NA;NA;48;783;5;39;30;32;NA;NA;NA;NA;NA;NA
5330_7;0;0;0;0;0;NA;NA;NA;NA;NA;48;783;5;39;138;8;2;NA;NA;NA;NA;NA
5330_8;0;0;0;0;NA;NA;NA;NA;NA;NA;48;783;10;21;10;7;NA;NA;NA;NA;NA;NA
5330_9;0;0;NA;NA;NA;NA;NA;NA;NA;NA;48;783;2;5;NA;NA;NA;NA;NA;NA;NA;NA
5377_10;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;57;2165;24;NA;NA;NA;NA;NA;NA;NA;NA;NA
5377_11;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;57;2165;37;NA;NA;NA;NA;NA;NA;NA;NA;NA
5377_7;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;57;2165;31;NA;NA;NA;NA;NA;NA;NA;NA;NA
5378_4;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;54;2188;74;NA;NA;NA;NA;NA;NA;NA;NA;NA
5378_9;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;54;2188;47;NA;NA;NA;NA;NA;NA;NA;NA;NA
5381_1;0;1;0;1;0;0;0;NA;NA;NA;65;1965;108;20;32;22;31;63;45;NA;NA;NA
5381_2;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;65;1965;64;NA;NA;NA;NA;NA;NA;NA;NA;NA
5381_3;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;65;1965;153;NA;NA;NA;NA;NA;NA;NA;NA;NA
5381_8;0;1;NA;NA;NA;NA;NA;NA;NA;NA;65;1965;120;30;NA;NA;NA;NA;NA;NA;NA;NA
5382_1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;97;1785;20;NA;NA;NA;NA;NA;NA;NA;NA;NA
5382_4;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;97;1785;15;NA;NA;NA;NA;NA;NA;NA;NA;NA
5383_1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;80;1709;20;NA;NA;NA;NA;NA;NA;NA;NA;NA
5383_2;1;0;1;NA;NA;NA;NA;NA;NA;NA;80;1709;149;41;17;NA;NA;NA;NA;NA;NA;NA
5383_3;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;80;1709;6;NA;NA;NA;NA;NA;NA;NA;NA;NA
5383_4;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;80;1709;150;NA;NA;NA;NA;NA;NA;NA;NA;NA
5383_7;0;1;NA;NA;NA;NA;NA;NA;NA;NA;80;1709;70;90;NA;NA;NA;NA;NA;NA;NA;NA
5414_3;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;48;2482;60;NA;NA;NA;NA;NA;NA;NA;NA;NA
5446_2;0;1;1;1;NA;NA;NA;NA;NA;NA;54;2582;15;131;60;116;NA;NA;NA;NA;NA;NA
5446_6;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;54;2582;92;NA;NA;NA;NA;NA;NA;NA;NA;NA
5459_5;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;57;1576;219;NA;NA;NA;NA;NA;NA;NA;NA;NA
5459_8;0;0;0;NA;NA;NA;NA;NA;NA;NA;57;1576;67;44;45;NA;NA;NA;NA;NA;NA;NA
5460_11;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;62;1522;93;NA;NA;NA;NA;NA;NA;NA;NA;NA
5460_5;1;1;NA;NA;NA;NA;NA;NA;NA;NA;62;1522;95;294;NA;NA;NA;NA;NA;NA;NA;NA
5462_0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;62;1291;60;NA;NA;NA;NA;NA;NA;NA;NA;NA
5462_11;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;62;1291;106;NA;NA;NA;NA;NA;NA;NA;NA;NA
5492_4;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;80;200;60;NA;NA;NA;NA;NA;NA;NA;NA;NA
5519_3;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;54;2207;163;NA;NA;NA;NA;NA;NA;NA;NA;NA
5519_5;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;54;2207;57;NA;NA;NA;NA;NA;NA;NA;NA;NA
5523_6;0;1;NA;NA;NA;NA;NA;NA;NA;NA;74;1725;60;63;NA;NA;NA;NA;NA;NA;NA;NA
5524_7;1;0;NA;NA;NA;NA;NA;NA;NA;NA;65;1650;94;85;NA;NA;NA;NA;NA;NA;NA;NA
5551_5;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;60;1900;133;NA;NA;NA;NA;NA;NA;NA;NA;NA
5584_1;0;1;NA;NA;NA;NA;NA;NA;NA;NA;28;2672;96;122;NA;NA;NA;NA;NA;NA;NA;NA
5584_9;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;28;2672;108;NA;NA;NA;NA;NA;NA;NA;NA;NA
5586_11;0;1;NA;NA;NA;NA;NA;NA;NA;NA;28;2437;52;109;NA;NA;NA;NA;NA;NA;NA;NA
5586_3;0;0;NA;NA;NA;NA;NA;NA;NA;NA;28;2437;64;254;NA;NA;NA;NA;NA;NA;NA;NA
5586_4;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;28;2437;177;NA;NA;NA;NA;NA;NA;NA;NA;NA
5587_0;0;1;1;NA;NA;NA;NA;NA;NA;NA;40;2612;39;290;15;NA;NA;NA;NA;NA;NA;NA
5587_1;1;1;1;NA;NA;NA;NA;NA;NA;NA;40;2612;61;146;266;NA;NA;NA;NA;NA;NA;NA
5587_10;1;1;NA;NA;NA;NA;NA;NA;NA;NA;40;2612;120;120;NA;NA;NA;NA;NA;NA;NA;NA
5587_11;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;40;2612;35;NA;NA;NA;NA;NA;NA;NA;NA;NA
5587_12;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;40;2612;270;NA;NA;NA;NA;NA;NA;NA;NA;NA
5587_2;1;1;NA;NA;NA;NA;NA;NA;NA;NA;40;2612;79;186;NA;NA;NA;NA;NA;NA;NA;NA
5587_3;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;40;2612;278;NA;NA;NA;NA;NA;NA;NA;NA;NA
5587_4;1;1;NA;NA;NA;NA;NA;NA;NA;NA;40;2612;90;138;NA;NA;NA;NA;NA;NA;NA;NA
5587_6;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;40;2612;106;NA;NA;NA;NA;NA;NA;NA;NA;NA
5587_7;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;40;2612;299;NA;NA;NA;NA;NA;NA;NA;NA;NA
5587_9;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;40;2612;120;NA;NA;NA;NA;NA;NA;NA;NA;NA
5592_3;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;54;1586;221;NA;NA;NA;NA;NA;NA;NA;NA;NA
5600_1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;57;1591;136;NA;NA;NA;NA;NA;NA;NA;NA;NA
5600_4;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;57;1591;44;NA;NA;NA;NA;NA;NA;NA;NA;NA
5600_6;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;57;1591;15;NA;NA;NA;NA;NA;NA;NA;NA;NA
5600_8;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;57;1591;31;NA;NA;NA;NA;NA;NA;NA;NA;NA
5602_0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;77;1468;15;NA;NA;NA;NA;NA;NA;NA;NA;NA
5602_11;0;0;NA;NA;NA;NA;NA;NA;NA;NA;77;1468;288;45;NA;NA;NA;NA;NA;NA;NA;NA
5602_3;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;77;1468;45;NA;NA;NA;NA;NA;NA;NA;NA;NA
5602_5;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;77;1468;22;NA;NA;NA;NA;NA;NA;NA;NA;NA
5602_9;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;77;1468;300;NA;NA;NA;NA;NA;NA;NA;NA;NA
5605_4;0;0;NA;NA;NA;NA;NA;NA;NA;NA;60;1074;58;145;NA;NA;NA;NA;NA;NA;NA;NA
5606_10;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;57;1056;89;NA;NA;NA;NA;NA;NA;NA;NA;NA
5606_4;0;0;0;0;0;0;NA;NA;NA;NA;57;1056;64;227;8;2;90;87;NA;NA;NA;NA
5606_5;0;0;NA;NA;NA;NA;NA;NA;NA;NA;57;1056;120;38;NA;NA;NA;NA;NA;NA;NA;NA
5607_4;0;0;NA;NA;NA;NA;NA;NA;NA;NA;57;925;107;51;NA;NA;NA;NA;NA;NA;NA;NA
5635_7;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;71;189;37;NA;NA;NA;NA;NA;NA;NA;NA;NA
5636_1;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;71;193;74;NA;NA;NA;NA;NA;NA;NA;NA;NA
5636_3;0;0;NA;NA;NA;NA;NA;NA;NA;NA;71;193;67;69;NA;NA;NA;NA;NA;NA;NA;NA
5659_5;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;51;2225;80;NA;NA;NA;NA;NA;NA;NA;NA;NA
5662_7;1;0;NA;NA;NA;NA;NA;NA;NA;NA;88;2111;148;88;NA;NA;NA;NA;NA;NA;NA;NA
5662_9;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;88;2111;92;NA;NA;NA;NA;NA;NA;NA;NA;NA
5663_2;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;65;1816;15;NA;NA;NA;NA;NA;NA;NA;NA;NA
5678_1;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;60;1181;17;NA;NA;NA;NA;NA;NA;NA;NA;NA
5688_4;0;0;NA;NA;NA;NA;NA;NA;NA;NA;68;1762;60;22;NA;NA;NA;NA;NA;NA;NA;NA
5696_3;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;54;2234;120;NA;NA;NA;NA;NA;NA;NA;NA;NA
5722_10;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;42;2679;120;NA;NA;NA;NA;NA;NA;NA;NA;NA
5723_4;0;1;0;NA;NA;NA;NA;NA;NA;NA;42;2686;71;55;229;NA;NA;NA;NA;NA;NA;NA
5726_3;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;31;2242;11;NA;NA;NA;NA;NA;NA;NA;NA;NA
5727_4;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;25;2302;8;NA;NA;NA;NA;NA;NA;NA;NA;NA
5744_1;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;62;1239;135;NA;NA;NA;NA;NA;NA;NA;NA;NA
5744_2;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;62;1239;71;NA;NA;NA;NA;NA;NA;NA;NA;NA
5744_3;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;62;1239;95;NA;NA;NA;NA;NA;NA;NA;NA;NA
5777_1;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;71;182;104;NA;NA;NA;NA;NA;NA;NA;NA;NA
5777_4;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;71;182;7;NA;NA;NA;NA;NA;NA;NA;NA;NA
5779_5;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;68;178;5;NA;NA;NA;NA;NA;NA;NA;NA;NA
5803_0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;62;2287;12;NA;NA;NA;NA;NA;NA;NA;NA;NA
5803_10;0;0;NA;NA;NA;NA;NA;NA;NA;NA;62;2287;100;120;NA;NA;NA;NA;NA;NA;NA;NA
5803_11;0;0;0;0;0;0;NA;NA;NA;NA;62;2287;30;40;20;40;100;120;NA;NA;NA;NA
5803_12;0;0;NA;NA;NA;NA;NA;NA;NA;NA;62;2287;150;120;NA;NA;NA;NA;NA;NA;NA;NA
5803_6;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;62;2287;60;NA;NA;NA;NA;NA;NA;NA;NA;NA
5803_9;0;0;1;0;0;0;0;0;0;NA;62;2287;60;121;160;120;30;60;60;40;20;NA
5805_0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;65;1920;120;NA;NA;NA;NA;NA;NA;NA;NA;NA
5816_9;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;68;836;15;NA;NA;NA;NA;NA;NA;NA;NA;NA
5817_2;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;68;803;10;NA;NA;NA;NA;NA;NA;NA;NA;NA
5838_3;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;51;2553;120;NA;NA;NA;NA;NA;NA;NA;NA;NA
5845_7;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;60;2820;181;NA;NA;NA;NA;NA;NA;NA;NA;NA
5864_1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;31;2634;200;117;NA;NA;NA;NA;NA;NA;NA;NA
5864_10;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;31;2634;60;NA;NA;NA;NA;NA;NA;NA;NA;NA
5864_12;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;31;2634;149;NA;NA;NA;NA;NA;NA;NA;NA;NA
5864_3;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;31;2634;282;NA;NA;NA;NA;NA;NA;NA;NA;NA
5866_0;1;0;NA;NA;NA;NA;NA;NA;NA;NA;57;2147;216;84;NA;NA;NA;NA;NA;NA;NA;NA
5866_1;1;0;1;0;0;0;0;NA;NA;NA;57;2147;300;48;87;20;65;8;231;NA;NA;NA
5866_10;1;1;1;1;0;NA;NA;NA;NA;NA;57;2147;37;138;290;41;14;NA;NA;NA;NA;NA
5866_11;0;1;0;0;1;1;NA;NA;NA;NA;57;2147;298;144;34;51;33;30;NA;NA;NA;NA
5866_12;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;57;2147;33;NA;NA;NA;NA;NA;NA;NA;NA;NA
5866_2;0;1;1;1;0;0;0;1;1;1;57;2147;160;103;56;17;26;26;13;34;145;83
5866_3;1;1;1;NA;NA;NA;NA;NA;NA;NA;57;2147;98;37;147;NA;NA;NA;NA;NA;NA;NA
5866_4;0;1;1;NA;NA;NA;NA;NA;NA;NA;57;2147;120;135;2;NA;NA;NA;NA;NA;NA;NA
5866_5;1;0;NA;NA;NA;NA;NA;NA;NA;NA;57;2147;180;45;NA;NA;NA;NA;NA;NA;NA;NA
5866_6;0;1;1;NA;NA;NA;NA;NA;NA;NA;57;2147;7;166;55;NA;NA;NA;NA;NA;NA;NA
5866_7;0;1;1;1;NA;NA;NA;NA;NA;NA;57;2147;19;44;105;205;NA;NA;NA;NA;NA;NA
5866_8;0;0;1;NA;NA;NA;NA;NA;NA;NA;57;2147;150;19;155;NA;NA;NA;NA;NA;NA;NA
5866_9;1;1;1;1;NA;NA;NA;NA;NA;NA;57;2147;77;12;82;54;NA;NA;NA;NA;NA;NA
5881_10;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;57;1520;78;NA;NA;NA;NA;NA;NA;NA;NA;NA
5882_0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;57;1615;145;NA;NA;NA;NA;NA;NA;NA;NA;NA
5882_11;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;57;1615;19;NA;NA;NA;NA;NA;NA;NA;NA;NA
5891_10;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;37;580;40;NA;NA;NA;NA;NA;NA;NA;NA;NA
5891_2;0;0;NA;NA;NA;NA;NA;NA;NA;NA;37;580;105;105;NA;NA;NA;NA;NA;NA;NA;NA
5891_3;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;37;580;120;NA;NA;NA;NA;NA;NA;NA;NA;NA
5891_4;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;37;580;160;NA;NA;NA;NA;NA;NA;NA;NA;NA
5891_5;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;37;580;64;NA;NA;NA;NA;NA;NA;NA;NA;NA
5891_6;0;0;NA;NA;NA;NA;NA;NA;NA;NA;37;580;190;140;NA;NA;NA;NA;NA;NA;NA;NA
5892_2;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;34;563;265;NA;NA;NA;NA;NA;NA;NA;NA;NA
5948_7;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;62;1704;249;NA;NA;NA;NA;NA;NA;NA;NA;NA
5957_0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;65;786;30;38;NA;NA;NA;NA;NA;NA;NA;NA
5957_1;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;65;786;134;NA;NA;NA;NA;NA;NA;NA;NA;NA
5957_9;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;65;786;57;NA;NA;NA;NA;NA;NA;NA;NA;NA
5985_6;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;62;2839;15;NA;NA;NA;NA;NA;NA;NA;NA;NA
5986_3;1;0;NA;NA;NA;NA;NA;NA;NA;NA;60;2878;180;51;NA;NA;NA;NA;NA;NA;NA;NA
5986_9;1;0;1;NA;NA;NA;NA;NA;NA;NA;60;2878;20;1;10;NA;NA;NA;NA;NA;NA;NA
5987_0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;71;2899;34;NA;NA;NA;NA;NA;NA;NA;NA;NA
6004_7;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;31;2911;120;NA;NA;NA;NA;NA;NA;NA;NA;NA
6005_10;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;28;2421.5;30;NA;NA;NA;NA;NA;NA;NA;NA;NA
6005_7;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;28;2421.5;150;NA;NA;NA;NA;NA;NA;NA;NA;NA
6006_0;1;1;0;0;0;NA;NA;NA;NA;NA;91;2157;38;4;60;20;30;NA;NA;NA;NA;NA
6006_1;0;1;1;1;NA;NA;NA;NA;NA;NA;91;2157;2;60;5;10;NA;NA;NA;NA;NA;NA
6006_11;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;91;2157;51;NA;NA;NA;NA;NA;NA;NA;NA;NA
6006_12;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;91;2157;86;NA;NA;NA;NA;NA;NA;NA;NA;NA
6006_2;0;0;0;NA;NA;NA;NA;NA;NA;NA;91;2157;2;219;120;NA;NA;NA;NA;NA;NA;NA
6006_3;1;1;1;NA;NA;NA;NA;NA;NA;NA;91;2157;12;190;240;NA;NA;NA;NA;NA;NA;NA
6006_4;1;0;0;NA;NA;NA;NA;NA;NA;NA;91;2157;203;30;30;NA;NA;NA;NA;NA;NA;NA
6006_5;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;91;2157;7;NA;NA;NA;NA;NA;NA;NA;NA;NA
6006_6;0;1;NA;NA;NA;NA;NA;NA;NA;NA;91;2157;3;57;NA;NA;NA;NA;NA;NA;NA;NA
6006_8;0;0;0;0;0;NA;NA;NA;NA;NA;91;2157;3;11;60;19;2;NA;NA;NA;NA;NA
6006_9;1;1;0;NA;NA;NA;NA;NA;NA;NA;91;2157;120;60;38;NA;NA;NA;NA;NA;NA;NA
6007_0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;62;1982;5;10;NA;NA;NA;NA;NA;NA;NA;NA
6007_1;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;62;1982;6;NA;NA;NA;NA;NA;NA;NA;NA;NA
6007_10;1;1;NA;NA;NA;NA;NA;NA;NA;NA;62;1982;30;52;NA;NA;NA;NA;NA;NA;NA;NA
6007_3;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;62;1982;300;NA;NA;NA;NA;NA;NA;NA;NA;NA
6007_4;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;62;1982;30;NA;NA;NA;NA;NA;NA;NA;NA;NA
6007_9;1;0;NA;NA;NA;NA;NA;NA;NA;NA;62;1982;30;3;NA;NA;NA;NA;NA;NA;NA;NA
6009_10;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;60;1905;15;NA;NA;NA;NA;NA;NA;NA;NA;NA
6009_2;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;60;1905;300;NA;NA;NA;NA;NA;NA;NA;NA;NA
6009_3;1;1;1;NA;NA;NA;NA;NA;NA;NA;60;1905;267;210;158;NA;NA;NA;NA;NA;NA;NA
6009_4;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;60;1905;142;NA;NA;NA;NA;NA;NA;NA;NA;NA
6009_9;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;60;1905;260;NA;NA;NA;NA;NA;NA;NA;NA;NA
6010_3;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;57;1972;178;NA;NA;NA;NA;NA;NA;NA;NA;NA
6015_5;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;54;1765;48;NA;NA;NA;NA;NA;NA;NA;NA;NA
6023_11;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;54;1634;5;NA;NA;NA;NA;NA;NA;NA;NA;NA
6029_1;0;0;0;NA;NA;NA;NA;NA;NA;NA;37;736;34;27;297;NA;NA;NA;NA;NA;NA;NA
6029_3;0;0;0;0;NA;NA;NA;NA;NA;NA;37;736;299;1;127;161;NA;NA;NA;NA;NA;NA
6029_5;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;37;736;210;NA;NA;NA;NA;NA;NA;NA;NA;NA
6029_6;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;37;736;251;NA;NA;NA;NA;NA;NA;NA;NA;NA
6029_9;0;0;NA;NA;NA;NA;NA;NA;NA;NA;37;736;148;148;NA;NA;NA;NA;NA;NA;NA;NA
6030_4;0;0;0;0;NA;NA;NA;NA;NA;NA;57;799;14;18;37;4;NA;NA;NA;NA;NA;NA
6031_4;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;54;569;23;NA;NA;NA;NA;NA;NA;NA;NA;NA
6032_0;0;0;0;0;0;0;NA;NA;NA;NA;34;557;145;142;125;153;269;153;NA;NA;NA;NA
6032_1;0;0;0;0;0;0;0;0;0;0;34;557;74;199;130;68;136;109;32;31;9;20
6032_10;0;0;NA;NA;NA;NA;NA;NA;NA;NA;34;557;129;125;NA;NA;NA;NA;NA;NA;NA;NA
6032_11;0;0;0;0;0;0;0;NA;NA;NA;34;557;10;15;24;127;145;20;45;NA;NA;NA
6032_12;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;34;557;124;NA;NA;NA;NA;NA;NA;NA;NA;NA
6032_2;0;0;0;0;0;NA;NA;NA;NA;NA;34;557;184;135;199;59;135;NA;NA;NA;NA;NA
6032_3;0;0;NA;NA;NA;NA;NA;NA;NA;NA;34;557;81;72;NA;NA;NA;NA;NA;NA;NA;NA
6032_4;0;0;0;0;0;0;NA;NA;NA;NA;34;557;132;74;120;60;46;7;NA;NA;NA;NA
6032_5;0;0;NA;NA;NA;NA;NA;NA;NA;NA;34;557;71;227;NA;NA;NA;NA;NA;NA;NA;NA
6032_6;0;0;0;NA;NA;NA;NA;NA;NA;NA;34;557;169;26;35;NA;NA;NA;NA;NA;NA;NA
6032_7;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;34;557;98;NA;NA;NA;NA;NA;NA;NA;NA;NA
6032_8;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;34;557;98;NA;NA;NA;NA;NA;NA;NA;NA;NA
6032_9;0;0;NA;NA;NA;NA;NA;NA;NA;NA;34;557;156;48;NA;NA;NA;NA;NA;NA;NA;NA
6057_12;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;68;190;17;NA;NA;NA;NA;NA;NA;NA;NA;NA
6094_6;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;62;1208;120;NA;NA;NA;NA;NA;NA;NA;NA;NA
6095_6;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;57;1152;120;NA;NA;NA;NA;NA;NA;NA;NA;NA
6112_0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;60;1930;50;NA;NA;NA;NA;NA;NA;NA;NA;NA
6117_11;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;57;2359;115;NA;NA;NA;NA;NA;NA;NA;NA;NA
6123_3;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;57;2893;139;NA;NA;NA;NA;NA;NA;NA;NA;NA
6144_0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;31;2972;54;NA;NA;NA;NA;NA;NA;NA;NA;NA
6144_1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;31;2972;180;NA;NA;NA;NA;NA;NA;NA;NA;NA
6145_1;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;34;2676;240;NA;NA;NA;NA;NA;NA;NA;NA;NA
6145_7;1;0;1;0;NA;NA;NA;NA;NA;NA;34;2676;120;120;60;90;NA;NA;NA;NA;NA;NA
6146_0;1;1;0;NA;NA;NA;NA;NA;NA;NA;45;2304;88;52;27;NA;NA;NA;NA;NA;NA;NA
6146_1;1;0;1;1;1;1;NA;NA;NA;NA;45;2304;262;20;204;23;263;173;NA;NA;NA;NA
6146_11;0;1;1;NA;NA;NA;NA;NA;NA;NA;45;2304;146;122;119;NA;NA;NA;NA;NA;NA;NA
6146_2;1;1;1;0;0;1;1;1;1;1;45;2304;294;74;77;45;5;140;10;46;216;131
6146_3;0;1;1;1;NA;NA;NA;NA;NA;NA;45;2304;75;40;3;89;NA;NA;NA;NA;NA;NA
6146_4;1;1;1;1;1;1;1;1;1;1;45;2304;88;80;130;122;14;107;14;53;120;116
6146_5;0;1;1;1;1;NA;NA;NA;NA;NA;45;2304;30;160;19;59;60;NA;NA;NA;NA;NA
6146_6;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;45;2304;112;NA;NA;NA;NA;NA;NA;NA;NA;NA
