"site","y.1","y.2","y.3","y.4","y.5","y.6","y.7","y.8","y.9","y.10","bio18_1981_01_01_1982_01_01","bio4_1981_01_01_1982_01_01","bio7_1981_01_01_1982_01_01","duration_minutes.1","duration_minutes.2","duration_minutes.3","duration_minutes.4","duration_minutes.5","duration_minutes.6","duration_minutes.7","duration_minutes.8","duration_minutes.9","duration_minutes.10"
"745_105",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA
"746_83",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA
"746_84",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA
"746_134",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA
"754_110",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,NA,NA,NA,NA,NA,NA,NA,NA,NA
"754_146",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA
"755_110",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA
"781_116",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99,NA,NA,NA,NA,NA,NA,NA,NA,NA
"781_119",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,113,NA,NA,NA,NA,NA,NA,NA,NA,NA
"783_114",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,207,NA,NA,NA,NA,NA,NA,NA,NA,NA
"783_116",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,30,NA,NA,NA,NA,NA,NA,NA,NA
"783_119",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71,63,NA,NA,NA,NA,NA,NA,NA,NA
"795_145",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,180,NA,NA,NA,NA,NA,NA,NA,NA,NA
"807_143",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,240,96,NA,NA,NA,NA,NA,NA,NA,NA
"854_145",0,0,0,NA,NA,NA,NA,NA,NA,NA,4130,731,122,209,236,175,NA,NA,NA,NA,NA,NA,NA
"854_151",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,4130,731,122,90,NA,NA,NA,NA,NA,NA,NA,NA,NA
"868_106",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,NA,NA,NA,NA,NA,NA,NA,NA,NA
"869_38",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,300,255,NA,NA,NA,NA,NA,NA,NA,NA
"884_113",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA
"884_126",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA
"884_142",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA
"886_143",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,NA,NA,NA,NA,NA,NA,NA,NA,NA
"886_148",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,162,119,NA,NA,NA,NA,NA,NA,NA,NA
"890_158",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99,NA,NA,NA,NA,NA,NA,NA,NA,NA
"898_110",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA
"898_118",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,NA,NA,NA,NA,NA,NA,NA,NA,NA
"900_56",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA
"900_146",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA
"901_112",0,0,0,NA,NA,NA,NA,NA,NA,NA,4454,189,112,160,160,160,NA,NA,NA,NA,NA,NA,NA
"903_112",0,0,0,0,NA,NA,NA,NA,NA,NA,4539,195,112,65,160,160,20,NA,NA,NA,NA,NA,NA
"924_114",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,NA,NA,NA,NA,NA,NA,NA,NA,NA
"928_114",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96,NA,NA,NA,NA,NA,NA,NA,NA,NA
"928_116",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,143,NA,NA,NA,NA,NA,NA,NA,NA,NA
"928_119",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,NA,NA,NA,NA,NA,NA,NA,NA,NA
"929_119",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,NA,NA,NA,NA,NA,NA,NA,NA,NA
"998_149",0,0,NA,NA,NA,NA,NA,NA,NA,NA,4114,723,121,149,120,NA,NA,NA,NA,NA,NA,NA,NA
"1012_156",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,11,NA,NA,NA,NA,NA,NA,NA,NA
"1013_152",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1018_106",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,203,NA,NA,NA,NA,NA,NA,NA,NA
"1029_148",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,123,172,NA,NA,NA,NA,NA,NA,NA,NA
"1029_152",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1029_163",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1033_162",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,155,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1034_130",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1034_138",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1034_139",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1034_148",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1043_146",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1045_63",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,4511,205,112,25,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1045_130",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,4511,205,112,28,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1045_147",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,4511,205,112,24,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1075_114",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1075_116",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1075_119",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1077_101",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1077_138",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1077_139",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1077_140",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,23,NA,NA,NA,NA,NA,NA,NA,NA
"1077_149",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1080_149",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1090_101",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,145,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1141_77",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,300,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1141_106",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1141_139",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,60,NA,NA,NA,NA,NA,NA,NA,NA
"1141_149",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,117,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1141_154",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,218,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1141_156",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,190,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1154_73",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,15,NA,NA,NA,NA,NA,NA,NA,NA
"1155_158",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1156_114",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1156_135",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1156_148",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1156_151",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,51,132,144,NA,NA,NA,NA,NA,NA
"1157_85",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1157_87",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1157_146",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1161_100",0,1,0,0,1,0,0,0,0,NA,NA,NA,NA,3,30,21,22,25,24,44,10,49,NA
"1161_101",1,1,1,1,0,1,0,0,0,0,NA,NA,NA,110,60,20,33,15,15,11,19,11,10
"1161_102",0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,15,16,10,14,20,NA,NA,NA,NA,NA
"1161_103",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,5,41,NA,NA,NA,NA,NA,NA,NA
"1161_104",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1161_105",1,0,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,60,15,16,31,44,20,NA,NA,NA,NA
"1161_106",1,0,0,1,1,0,0,1,0,1,NA,NA,NA,35,59,47,56,51,28,47,24,10,14
"1161_107",1,0,1,1,1,1,1,1,0,1,NA,NA,NA,57,5,23,20,17,19,20,93,20,26
"1161_108",0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,7,31,6,17,5,38,48,NA,NA,NA
"1161_109",0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,5,16,NA,NA,NA,NA,NA,NA,NA
"1161_110",1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,5,17,21,NA,NA,NA,NA,NA,NA
"1161_111",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1161_113",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1161_114",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1162_101",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,112,48,NA,NA,NA,NA,NA,NA,NA,NA
"1164_93",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,114,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1165_91",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,133,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1165_93",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,26,NA,NA,NA,NA,NA,NA,NA,NA
"1174_83",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,37,NA,NA,NA,NA,NA,NA,NA,NA
"1174_93",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1174_100",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1174_134",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1174_136",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,73,NA,NA,NA,NA,NA,NA,NA,NA
"1174_138",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1174_139",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1174_142",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,237,92,NA,NA,NA,NA,NA,NA,NA,NA
"1174_143",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,104,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1174_145",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81,81,NA,NA,NA,NA,NA,NA,NA,NA
"1174_146",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1174_147",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1174_158",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1174_161",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,113,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1174_164",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1175_83",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1175_138",1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,6,NA,NA,NA,NA,NA,NA,NA
"1175_145",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,210,200,120,NA,NA,NA,NA,NA,NA,NA
"1177_147",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1177_152",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,138,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1188_150",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1211_153",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1219_102",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,210,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1226_134",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1227_124",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1227_143",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,134,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1227_153",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,240,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1227_163",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,180,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1284_135",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,180,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1286_149",0,0,NA,NA,NA,NA,NA,NA,NA,NA,4062,755,123,4,107,NA,NA,NA,NA,NA,NA,NA,NA
"1297_154",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1297_158",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1301_114",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,103,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1301_123",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1301_146",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1301_148",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,65,NA,NA,NA,NA,NA,NA,NA,NA
"1301_149",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1301_150",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1301_153",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1302_101",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1303_144",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1305_101",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56,65,61,NA,NA,NA,NA,NA,NA,NA
"1305_105",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1305_106",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,19,NA,NA,NA,NA,NA,NA,NA,NA
"1305_129",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1305_161",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1313_118",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1318_83",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1318_139",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1318_154",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1318_160",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1318_162",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,105,67,NA,NA,NA,NA,NA,NA,NA,NA
"1319_126",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,233,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1319_145",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1319_158",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1320_89",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1320_136",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1320_149",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1322_138",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,7,NA,NA,NA,NA,NA,NA,NA,NA
"1322_155",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,128,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1323_158",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1324_118",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1325_107",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1325_137",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,112,147,64,34,58,NA,NA,NA,NA,NA
"1325_138",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1328_119",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,300,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1362_102",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,210,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1363_89",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,300,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1363_103",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,200,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1363_113",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,140,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1372_107",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,282,227,NA,NA,NA,NA,NA,NA,NA,NA
"1372_151",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,50,NA,NA,NA,NA,NA,NA,NA,NA
"1372_156",1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91,64,180,NA,NA,NA,NA,NA,NA,NA
"1372_158",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,182,258,NA,NA,NA,NA,NA,NA,NA,NA
"1372_162",1,1,1,1,1,0,0,0,NA,NA,NA,NA,NA,49,19,51,54,11,40,29,35,NA,NA
"1373_162",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,16,NA,NA,NA,NA,NA,NA,NA,NA
"1428_164",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,4100,751,123,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1438_137",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,3620,786,125,120,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1446_92",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1446_100",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1446_112",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1446_118",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1446_159",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,35,NA,NA,NA,NA,NA,NA,NA,NA
"1446_163",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1449_134",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1461_145",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1461_146",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,106,86,NA,NA,NA,NA,NA,NA,NA,NA
"1462_76",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1462_110",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1462_113",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1462_114",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1462_130",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1462_138",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1462_139",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,80,NA,NA,NA,NA,NA,NA,NA,NA
"1462_161",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1463_113",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,300,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1463_138",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA
"1463_142",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1463_143",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,NA,NA,NA,NA,NA,NA,NA,NA
